Kod;Nazwa;imigracja_2005;imigracja_2006;imigracja_2007;imigracja_2008;imigracja_2009;imigracja_2010;imigracja_2011;imigracja_2012;imigracja_2013;imigracja_2014;imigracja_2015;imigracja_2016;imigracja_2017;imigracja_2018;imigracja_2019;imigracja_2020;emigracja_2005;emigracja_2006;emigracja_2007;emigracja_2008;emigracja_2009;emigracja_2010;emigracja_2011;emigracja_2012;emigracja_2013;emigracja_2014;emigracja_2015;emigracja_2016;emigracja_2017;emigracja_2018;emigracja_2019;emigracja_2020;
1661000;Powiat m.Opole;83;79;87;50;75;48;73;58;58;51;0;29;56;82;83;;307;291;205;231;142;111;125;174;177;154;0;21;11;9;24;;
1661011;Opole (1);;;;;;;;;;;;29;56;82;83;;;;;;;;;;;;;21;11;9;24;;
1800000;PODKARPACKIE;738;717;909;1029;1151;907;986;940;669;727;0;1012;969;890;1058;;1122;2800;1893;1801;1040;863;951;940;1498;1035;0;604;606;512;546;;
1801000;Powiat bieszczadzki;8;3;11;13;13;19;8;15;9;10;0;4;4;5;7;;12;24;17;24;10;13;33;11;15;17;0;8;15;6;18;;
1801052;Lutowiska (2);;;;;;;;;;;;1;0;1;1;;;;;;;;;;;;;0;0;0;0;;
1801083;Ustrzyki Dolne (3);;;;;;;;;;;;3;4;4;6;;;;;;;;;;;;;8;15;6;18;;
1801084;Ustrzyki Dolne - miasto (4);;;;;;;;;;;;1;2;0;4;;;;;;;;;;;;;6;6;4;13;;
1801085;Ustrzyki Dolne - obszar wiejski (5);;;;;;;;;;;;2;2;4;2;;;;;;;;;;;;;2;9;2;5;;
1802000;Powiat brzozowski;6;6;31;27;34;19;11;12;10;11;0;18;15;18;22;;15;123;66;59;10;26;23;36;45;20;0;16;8;16;12;;
1802013;Brzozów (3);;;;;;;;;;;;6;6;9;9;;;;;;;;;;;;;5;2;5;1;;
1802014;Brzozów - miasto (4);;;;;;;;;;;;3;5;1;2;;;;;;;;;;;;;0;1;4;0;;
1802015;Brzozów - obszar wiejski (5);;;;;;;;;;;;3;1;8;7;;;;;;;;;;;;;5;1;1;1;;
1802022;Domaradz (2);;;;;;;;;;;;1;0;0;1;;;;;;;;;;;;;0;2;1;0;;
1802032;Dydnia (2);;;;;;;;;;;;1;1;1;0;;;;;;;;;;;;;0;0;0;0;;
1802042;Haczów (2);;;;;;;;;;;;3;1;1;4;;;;;;;;;;;;;5;3;2;3;;
1802052;Jasienica Rosielna (2);;;;;;;;;;;;1;6;6;3;;;;;;;;;;;;;1;1;6;8;;
1802062;Nozdrzec (2);;;;;;;;;;;;6;1;1;5;;;;;;;;;;;;;5;0;2;0;;
1803000;Powiat dębicki;38;63;124;132;140;93;115;112;71;76;0;59;80;43;46;;119;269;169;142;166;106;119;79;180;100;0;68;92;53;64;;
1803011;Dębica (1);;;;;;;;;;;;22;29;20;19;;;;;;;;;;;;;56;75;49;38;;
1803023;Brzostek (3);;;;;;;;;;;;3;6;3;3;;;;;;;;;;;;;0;0;0;0;;
1803024;Brzostek - miasto (4);;;;;;;;;;;;0;1;1;0;;;;;;;;;;;;;0;0;0;0;;
1803025;Brzostek - obszar wiejski (5);;;;;;;;;;;;3;5;2;3;;;;;;;;;;;;;0;0;0;0;;
1803032;Czarna (2);;;;;;;;;;;;2;3;0;5;;;;;;;;;;;;;2;0;0;15;;
1803042;Dębica (2);;;;;;;;;;;;6;14;9;4;;;;;;;;;;;;;2;8;0;0;;
1803052;Jodłowa (2);;;;;;;;;;;;4;3;1;2;;;;;;;;;;;;;0;0;0;0;;
1803063;Pilzno (3);;;;;;;;;;;;15;17;5;9;;;;;;;;;;;;;2;6;3;8;;
1803064;Pilzno - miasto (4);;;;;;;;;;;;6;2;2;1;;;;;;;;;;;;;1;5;2;4;;
1803065;Pilzno - obszar wiejski (5);;;;;;;;;;;;9;15;3;8;;;;;;;;;;;;;1;1;1;4;;
1803072;Żyraków (2);;;;;;;;;;;;7;8;5;4;;;;;;;;;;;;;6;3;1;3;;
1804000;Powiat jarosławski;32;10;26;27;51;41;41;51;42;64;0;46;53;38;62;;17;109;41;56;46;26;34;24;74;65;0;40;8;14;14;;
1804011;Jarosław (1);;;;;;;;;;;;15;19;13;24;;;;;;;;;;;;;11;7;6;1;;
1804021;Radymno (1);;;;;;;;;;;;0;0;1;3;;;;;;;;;;;;;0;0;0;0;;
1804032;Chłopice (2);;;;;;;;;;;;1;1;3;2;;;;;;;;;;;;;0;0;0;0;;
1804042;Jarosław (2);;;;;;;;;;;;2;6;1;4;;;;;;;;;;;;;3;0;0;0;;
1804052;Laszki (2);;;;;;;;;;;;5;2;6;0;;;;;;;;;;;;;1;0;0;2;;
1804062;Pawłosiów (2);;;;;;;;;;;;1;0;3;2;;;;;;;;;;;;;0;0;0;0;;
1804073;Pruchnik (3);;;;;;;;;;;;1;2;1;2;;;;;;;;;;;;;4;0;3;3;;
1804074;Pruchnik - miasto (4);;;;;;;;;;;;0;1;0;1;;;;;;;;;;;;;2;0;2;2;;
1804075;Pruchnik - obszar wiejski (5);;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;;2;0;1;1;;
1804082;Radymno (2);;;;;;;;;;;;20;21;7;19;;;;;;;;;;;;;21;1;0;3;;
1804102;Roźwienica (2);;;;;;;;;;;;1;0;1;1;;;;;;;;;;;;;0;0;3;1;;
1804112;Wiązownica (2);;;;;;;;;;;;0;2;2;5;;;;;;;;;;;;;0;0;2;4;;
1805000;Powiat jasielski;11;21;45;52;79;30;42;24;30;22;0;22;29;31;46;;63;199;211;147;55;69;38;56;111;70;0;54;46;4;18;;
1805011;Jasło (1);;;;;;;;;;;;7;16;11;15;;;;;;;;;;;;;37;26;2;11;;
1805022;Brzyska (2);;;;;;;;;;;;5;3;2;2;;;;;;;;;;;;;0;15;1;4;;
1805032;Dębowiec (2);;;;;;;;;;;;2;0;5;1;;;;;;;;;;;;;0;0;0;0;;
1805042;Jasło (2);;;;;;;;;;;;1;1;2;4;;;;;;;;;;;;;0;0;1;0;;
1805053;Kołaczyce (3);;;;;;;;;;;;0;0;1;3;;;;;;;;;;;;;0;0;0;0;;
1805054;Kołaczyce - miasto (4);;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;0;0;0;0;;
1805055;Kołaczyce - obszar wiejski (5);;;;;;;;;;;;0;0;1;2;;;;;;;;;;;;;0;0;0;0;;
1805072;Nowy Żmigród (2);;;;;;;;;;;;3;0;1;5;;;;;;;;;;;;;4;0;0;0;;
1805082;Osiek Jasielski (2);;;;;;;;;;;;0;2;3;5;;;;;;;;;;;;;1;3;0;1;;
1805092;Skołyszyn (2);;;;;;;;;;;;4;7;4;8;;;;;;;;;;;;;1;0;0;0;;
1805112;Tarnowiec (2);;;;;;;;;;;;0;0;2;3;;;;;;;;;;;;;11;2;0;2;;
1806000;Powiat kolbuszowski;29;41;28;39;35;19;30;34;22;20;0;28;18;24;30;;27;44;22;36;17;28;22;25;27;31;0;12;20;8;19;;
1806012;Cmolas (2);;;;;;;;;;;;0;2;3;3;;;;;;;;;;;;;0;0;0;0;;
1806023;Kolbuszowa (3);;;;;;;;;;;;8;4;10;11;;;;;;;;;;;;;6;6;0;1;;
1806024;Kolbuszowa - miasto (4);;;;;;;;;;;;1;1;2;3;;;;;;;;;;;;;4;6;0;1;;
1806025;Kolbuszowa - obszar wiejski (5);;;;;;;;;;;;7;3;8;8;;;;;;;;;;;;;2;0;0;0;;
1806032;Majdan Królewski (2);;;;;;;;;;;;14;3;2;3;;;;;;;;;;;;;2;1;3;7;;
1806042;Niwiska (2);;;;;;;;;;;;1;2;1;3;;;;;;;;;;;;;0;0;0;0;;
1806052;Raniżów (2);;;;;;;;;;;;3;5;2;2;;;;;;;;;;;;;4;13;5;7;;
1806062;Dzikowiec (2);;;;;;;;;;;;2;2;6;8;;;;;;;;;;;;;0;0;0;4;;
1807000;Powiat krośnieński;24;23;38;49;47;23;42;53;38;35;0;69;60;59;80;;44;113;98;65;26;25;32;36;43;31;0;31;30;55;44;;
1807012;Chorkówka (2);;;;;;;;;;;;5;2;1;2;;;;;;;;;;;;;5;2;11;14;;
1807023;Dukla (3);;;;;;;;;;;;5;6;2;13;;;;;;;;;;;;;2;0;0;0;;
1807024;Dukla - miasto (4);;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;1;0;0;0;;
1807025;Dukla - obszar wiejski (5);;;;;;;;;;;;4;6;1;13;;;;;;;;;;;;;1;0;0;0;;
1807033;Iwonicz-Zdrój (3);;;;;;;;;;;;5;13;5;9;;;;;;;;;;;;;3;7;7;3;;
1807034;Iwonicz-Zdrój - miasto (4);;;;;;;;;;;;1;3;0;1;;;;;;;;;;;;;0;0;0;2;;
1807035;Iwonicz-Zdrój - obszar wiejski (5);;;;;;;;;;;;4;10;5;8;;;;;;;;;;;;;3;7;7;1;;
1807043;Jedlicze (3);;;;;;;;;;;;1;2;1;4;;;;;;;;;;;;;2;1;1;2;;
1807044;Jedlicze - miasto (4);;;;;;;;;;;;0;0;0;3;;;;;;;;;;;;;2;0;0;0;;
1807045;Jedlicze - obszar wiejski (5);;;;;;;;;;;;1;2;1;1;;;;;;;;;;;;;0;1;1;2;;
1807052;Korczyna (2);;;;;;;;;;;;3;0;3;6;;;;;;;;;;;;;2;1;9;0;;
1807062;Krościenko Wyżne (2);;;;;;;;;;;;0;4;0;2;;;;;;;;;;;;;0;0;0;0;;
1807072;Miejsce Piastowe (2);;;;;;;;;;;;21;5;9;5;;;;;;;;;;;;;7;9;4;4;;
1807083;Rymanów (3);;;;;;;;;;;;27;25;33;34;;;;;;;;;;;;;5;4;22;15;;
1807084;Rymanów - miasto (4);;;;;;;;;;;;10;3;8;9;;;;;;;;;;;;;2;1;3;7;;
1807085;Rymanów - obszar wiejski (5);;;;;;;;;;;;17;22;25;25;;;;;;;;;;;;;3;3;19;8;;
1807092;Wojaszówka (2);;;;;;;;;;;;2;3;3;3;;;;;;;;;;;;;5;4;1;6;;
1807102;Jaśliska (2);;;;;;;;;;;;0;0;2;2;;;;;;;;;;;;;0;2;0;0;;
1808000;Powiat leżajski;31;48;30;34;32;25;49;36;27;13;0;44;33;38;27;;18;95;53;32;22;29;40;20;88;10;0;14;29;7;26;;
1808011;Leżajsk (1);;;;;;;;;;;;10;14;8;1;;;;;;;;;;;;;2;0;0;9;;
1808022;Grodzisko Dolne (2);;;;;;;;;;;;3;0;6;5;;;;;;;;;;;;;0;2;0;1;;
1808032;Kuryłówka (2);;;;;;;;;;;;10;6;11;4;;;;;;;;;;;;;0;0;0;0;;
1808042;Leżajsk (2);;;;;;;;;;;;17;11;6;8;;;;;;;;;;;;;12;27;7;16;;
1808053;Nowa Sarzyna (3);;;;;;;;;;;;4;2;7;9;;;;;;;;;;;;;0;0;0;0;;
1808054;Nowa Sarzyna - miasto (4);;;;;;;;;;;;1;0;2;3;;;;;;;;;;;;;0;0;0;0;;
1808055;Nowa Sarzyna - obszar wiejski (5);;;;;;;;;;;;3;2;5;6;;;;;;;;;;;;;0;0;0;0;;
1809000;Powiat lubaczowski;21;7;23;16;26;21;17;12;8;30;0;56;47;35;24;;23;45;33;45;10;14;9;16;30;27;0;4;4;9;2;;
1809011;Lubaczów (1);;;;;;;;;;;;4;3;11;7;;;;;;;;;;;;;0;0;0;0;;
1809023;Cieszanów (3);;;;;;;;;;;;7;3;1;4;;;;;;;;;;;;;0;0;0;0;;
1809024;Cieszanów - miasto (4);;;;;;;;;;;;2;1;0;2;;;;;;;;;;;;;0;0;0;0;;
1809025;Cieszanów - obszar wiejski (5);;;;;;;;;;;;5;2;1;2;;;;;;;;;;;;;0;0;0;0;;
1809032;Horyniec-Zdrój (2);;;;;;;;;;;;10;19;9;2;;;;;;;;;;;;;0;0;0;1;;
1809042;Lubaczów (2);;;;;;;;;;;;4;8;1;4;;;;;;;;;;;;;3;0;2;0;;
1809053;Narol (3);;;;;;;;;;;;15;8;5;2;;;;;;;;;;;;;0;4;0;0;;
1809054;Narol - miasto (4);;;;;;;;;;;;6;3;4;0;;;;;;;;;;;;;0;4;0;0;;
1809055;Narol - obszar wiejski (5);;;;;;;;;;;;9;5;1;2;;;;;;;;;;;;;0;0;0;0;;
1809063;Oleszyce (3);;;;;;;;;;;;13;0;4;3;;;;;;;;;;;;;1;0;7;1;;
1809064;Oleszyce - miasto (4);;;;;;;;;;;;9;0;2;2;;;;;;;;;;;;;0;0;1;1;;
1809065;Oleszyce - obszar wiejski (5);;;;;;;;;;;;4;0;2;1;;;;;;;;;;;;;1;0;6;0;;
1809072;Stary Dzików (2);;;;;;;;;;;;1;2;3;2;;;;;;;;;;;;;0;0;0;0;;
1809082;Wielkie Oczy (2);;;;;;;;;;;;2;4;1;0;;;;;;;;;;;;;0;0;0;0;;
1810000;Powiat łańcucki;18;19;14;16;25;11;28;11;16;14;0;34;31;33;25;;16;66;28;22;22;13;9;23;13;31;0;4;3;2;2;;
1810011;Łańcut (1);;;;;;;;;;;;2;8;6;11;;;;;;;;;;;;;1;1;0;0;;
1810022;Białobrzegi (2);;;;;;;;;;;;1;2;1;3;;;;;;;;;;;;;0;0;0;1;;
1810032;Czarna (2);;;;;;;;;;;;4;5;4;3;;;;;;;;;;;;;3;1;0;0;;
1810042;Łańcut (2);;;;;;;;;;;;12;7;9;7;;;;;;;;;;;;;0;0;2;0;;
1810052;Markowa (2);;;;;;;;;;;;0;2;0;1;;;;;;;;;;;;;0;0;0;0;;
1810062;Rakszawa (2);;;;;;;;;;;;12;6;12;0;;;;;;;;;;;;;0;1;0;1;;
1810072;Żołynia (2);;;;;;;;;;;;3;1;1;0;;;;;;;;;;;;;0;0;0;0;;
1811000;Powiat mielecki;56;95;128;153;186;119;159;131;92;110;0;76;83;69;77;;172;280;203;196;125;68;103;105;129;81;0;40;27;34;22;;
1811011;Mielec (1);;;;;;;;;;;;54;47;42;47;;;;;;;;;;;;;38;23;31;17;;
1811022;Borowa (2);;;;;;;;;;;;0;1;0;1;;;;;;;;;;;;;0;0;0;1;;
1811032;Czermin (2);;;;;;;;;;;;0;0;2;3;;;;;;;;;;;;;0;0;0;0;;
1811042;Gawłuszowice (2);;;;;;;;;;;;1;1;1;0;;;;;;;;;;;;;0;0;0;0;;
1811052;Mielec (2);;;;;;;;;;;;1;8;3;5;;;;;;;;;;;;;0;0;0;0;;
1811062;Padew Narodowa (2);;;;;;;;;;;;0;5;0;2;;;;;;;;;;;;;0;0;0;0;;
1811073;Przecław (3);;;;;;;;;;;;3;3;6;1;;;;;;;;;;;;;0;0;0;1;;
1811074;Przecław - miasto (4);;;;;;;;;;;;2;1;3;0;;;;;;;;;;;;;0;0;0;0;;
1811075;Przecław - obszar wiejski (5);;;;;;;;;;;;1;2;3;1;;;;;;;;;;;;;0;0;0;1;;
1811083;Radomyśl Wielki (3);;;;;;;;;;;;5;2;3;8;;;;;;;;;;;;;0;0;0;0;;
1811084;Radomyśl Wielki - miasto (4);;;;;;;;;;;;1;1;0;3;;;;;;;;;;;;;0;0;0;0;;
1811085;Radomyśl Wielki - obszar wiejski (5);;;;;;;;;;;;4;1;3;5;;;;;;;;;;;;;0;0;0;0;;
1811092;Tuszów Narodowy (2);;;;;;;;;;;;4;2;1;2;;;;;;;;;;;;;0;0;0;0;;
1811102;Wadowice Górne (2);;;;;;;;;;;;8;14;11;8;;;;;;;;;;;;;2;4;3;3;;
1812000;Powiat niżański;41;76;19;27;28;32;41;26;9;18;0;58;56;46;47;;50;92;76;67;46;30;52;29;56;43;0;20;26;19;30;;
1812012;Harasiuki (2);;;;;;;;;;;;2;1;3;2;;;;;;;;;;;;;0;0;1;0;;
1812022;Jarocin (2);;;;;;;;;;;;3;2;2;1;;;;;;;;;;;;;0;0;0;0;;
1812032;Jeżowe (2);;;;;;;;;;;;9;8;7;5;;;;;;;;;;;;;5;5;7;0;;
1812042;Krzeszów (2);;;;;;;;;;;;0;1;2;4;;;;;;;;;;;;;0;0;0;1;;
1812053;Nisko (3);;;;;;;;;;;;31;27;20;20;;;;;;;;;;;;;6;14;7;27;;
1812054;Nisko - miasto (4);;;;;;;;;;;;23;17;14;13;;;;;;;;;;;;;6;13;6;23;;
1812055;Nisko - obszar wiejski (5);;;;;;;;;;;;8;10;6;7;;;;;;;;;;;;;0;1;1;4;;
1812063;Rudnik nad Sanem (3);;;;;;;;;;;;6;13;10;8;;;;;;;;;;;;;5;3;3;2;;
1812064;Rudnik nad Sanem - miasto (4);;;;;;;;;;;;6;7;8;1;;;;;;;;;;;;;3;2;1;0;;
1812065;Rudnik nad Sanem - obszar wiejski (5);;;;;;;;;;;;0;6;2;7;;;;;;;;;;;;;2;1;2;2;;
1812073;Ulanów (3);;;;;;;;;;;;7;4;2;7;;;;;;;;;;;;;4;4;1;0;;
1812074;Ulanów - miasto (4);;;;;;;;;;;;1;3;1;3;;;;;;;;;;;;;0;1;0;0;;
1812075;Ulanów - obszar wiejski (5);;;;;;;;;;;;6;1;1;4;;;;;;;;;;;;;4;3;1;0;;
1813000;Powiat przemyski;20;8;14;30;19;32;27;37;17;24;0;45;34;18;39;;21;62;40;22;3;18;12;5;27;20;0;15;11;7;21;;
1813012;Bircza (2);;;;;;;;;;;;1;1;0;2;;;;;;;;;;;;;0;0;0;0;;
1813022;Dubiecko (2);;;;;;;;;;;;12;5;5;7;;;;;;;;;;;;;0;0;2;4;;
1813032;Fredropol (2);;;;;;;;;;;;2;2;1;2;;;;;;;;;;;;;1;1;0;2;;
1813042;Krasiczyn (2);;;;;;;;;;;;4;4;2;2;;;;;;;;;;;;;0;0;0;1;;
1813052;Krzywcza (2);;;;;;;;;;;;7;7;0;3;;;;;;;;;;;;;0;2;0;1;;
1813062;Medyka (2);;;;;;;;;;;;6;2;5;9;;;;;;;;;;;;;2;0;0;1;;
1813072;Orły (2);;;;;;;;;;;;6;1;2;3;;;;;;;;;;;;;0;1;0;1;;
1813082;Przemyśl (2);;;;;;;;;;;;5;8;1;5;;;;;;;;;;;;;12;6;2;11;;
1813092;Stubno (2);;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;0;0;3;0;;
1813102;Żurawica (2);;;;;;;;;;;;2;3;2;6;;;;;;;;;;;;;0;1;0;0;;
1814000;Powiat przeworski;13;14;14;10;20;12;20;32;29;34;0;17;20;28;25;;12;52;26;27;17;13;12;26;23;27;0;18;25;11;12;;
1814011;Przeworsk (1);;;;;;;;;;;;1;2;2;11;;;;;;;;;;;;;8;12;5;3;;
1814022;Adamówka (2);;;;;;;;;;;;0;0;5;1;;;;;;;;;;;;;0;0;0;2;;
1814032;Gać (2);;;;;;;;;;;;1;0;0;0;;;;;;;;;;;;;0;0;0;1;;
1814042;Jawornik Polski (2);;;;;;;;;;;;1;4;4;2;;;;;;;;;;;;;0;3;0;0;;
1814053;Kańczuga (3);;;;;;;;;;;;3;1;1;0;;;;;;;;;;;;;0;2;0;3;;
1814054;Kańczuga - miasto (4);;;;;;;;;;;;1;0;0;0;;;;;;;;;;;;;0;0;0;0;;
1814055;Kańczuga - obszar wiejski (5);;;;;;;;;;;;2;1;1;0;;;;;;;;;;;;;0;2;0;3;;
1814062;Przeworsk (2);;;;;;;;;;;;1;3;7;2;;;;;;;;;;;;;0;0;0;0;;
1814073;Sieniawa (3);;;;;;;;;;;;3;3;7;2;;;;;;;;;;;;;0;0;0;0;;
1814074;Sieniawa - miasto (4);;;;;;;;;;;;1;0;2;1;;;;;;;;;;;;;0;0;0;0;;
1814075;Sieniawa - obszar wiejski (5);;;;;;;;;;;;2;3;5;1;;;;;;;;;;;;;0;0;0;0;;
1814082;Tryńcza (2);;;;;;;;;;;;5;6;2;4;;;;;;;;;;;;;10;8;6;3;;
1814092;Zarzecze (2);;;;;;;;;;;;2;1;0;3;;;;;;;;;;;;;0;0;0;0;;
1815000;Powiat ropczycko-sędziszowski;31;24;25;54;63;34;34;28;28;21;0;28;38;36;43;;58;81;86;97;41;23;42;31;36;35;0;7;13;4;2;;
1815012;Iwierzyce (2);;;;;;;;;;;;0;0;3;5;;;;;;;;;;;;;0;0;1;1;;
1815022;Ostrów (2);;;;;;;;;;;;1;5;5;6;;;;;;;;;;;;;0;2;0;0;;
1815033;Ropczyce (3);;;;;;;;;;;;6;9;14;16;;;;;;;;;;;;;4;5;3;0;;
1815034;Ropczyce - miasto (4);;;;;;;;;;;;4;7;9;11;;;;;;;;;;;;;3;3;0;0;;
1815035;Ropczyce - obszar wiejski (5);;;;;;;;;;;;2;2;5;5;;;;;;;;;;;;;1;2;3;0;;
1815043;Sędziszów Małopolski (3);;;;;;;;;;;;21;22;13;13;;;;;;;;;;;;;1;0;0;0;;
1815044;Sędziszów Małopolski - miasto (4);;;;;;;;;;;;12;7;4;5;;;;;;;;;;;;;0;0;0;0;;
1815045;Sędziszów Małopolski - obszar wiejski (5);;;;;;;;;;;;9;15;9;8;;;;;;;;;;;;;1;0;0;0;;
1815052;Wielopole Skrzyńskie (2);;;;;;;;;;;;0;2;1;3;;;;;;;;;;;;;2;6;0;1;;
1816000;Powiat rzeszowski;66;21;54;92;81;85;82;76;60;51;0;62;54;66;62;;43;151;56;62;29;24;44;52;61;60;0;34;26;27;14;;
1816011;Dynów (1);;;;;;;;;;;;1;1;3;1;;;;;;;;;;;;;0;0;0;2;;
1816023;Błażowa (3);;;;;;;;;;;;3;4;2;6;;;;;;;;;;;;;0;1;4;2;;
1816024;Błażowa - miasto (4);;;;;;;;;;;;0;1;0;4;;;;;;;;;;;;;0;0;0;1;;
1816025;Błażowa - obszar wiejski (5);;;;;;;;;;;;3;3;2;2;;;;;;;;;;;;;0;1;4;1;;
1816033;Boguchwała (3);;;;;;;;;;;;3;5;2;4;;;;;;;;;;;;;2;0;0;1;;
1816034;Boguchwała - miasto (4);;;;;;;;;;;;2;0;0;2;;;;;;;;;;;;;1;0;0;0;;
1816035;Boguchwała - obszar wiejski (5);;;;;;;;;;;;1;5;2;2;;;;;;;;;;;;;1;0;0;1;;
1816042;Chmielnik (2);;;;;;;;;;;;2;3;2;1;;;;;;;;;;;;;0;0;0;0;;
1816052;Dynów (2);;;;;;;;;;;;0;0;1;3;;;;;;;;;;;;;0;0;0;0;;
1816063;Głogów Małopolski (3);;;;;;;;;;;;8;9;12;5;;;;;;;;;;;;;7;11;7;2;;
1816064;Głogów Małopolski - miasto (4);;;;;;;;;;;;2;3;5;1;;;;;;;;;;;;;3;3;2;0;;
1816065;Głogów Małopolski - obszar wiejski (5);;;;;;;;;;;;6;6;7;4;;;;;;;;;;;;;4;8;5;2;;
1816072;Hyżne (2);;;;;;;;;;;;0;1;2;0;;;;;;;;;;;;;0;0;0;0;;
1816082;Kamień (2);;;;;;;;;;;;4;2;0;4;;;;;;;;;;;;;2;8;1;0;;
1816092;Krasne (2);;;;;;;;;;;;20;7;14;9;;;;;;;;;;;;;16;3;6;7;;
1816102;Lubenia (2);;;;;;;;;;;;1;5;4;0;;;;;;;;;;;;;1;2;9;0;;
1816113;Sokołów Małopolski (3);;;;;;;;;;;;5;5;4;6;;;;;;;;;;;;;0;0;0;0;;
1816114;Sokołów Małopolski - miasto (4);;;;;;;;;;;;1;1;1;2;;;;;;;;;;;;;0;0;0;0;;
1816115;Sokołów Małopolski - obszar wiejski (5);;;;;;;;;;;;4;4;3;4;;;;;;;;;;;;;0;0;0;0;;
1816122;Świlcza (2);;;;;;;;;;;;1;3;4;8;;;;;;;;;;;;;1;1;0;0;;
1816132;Trzebownisko (2);;;;;;;;;;;;6;7;8;10;;;;;;;;;;;;;0;0;0;0;;
1816143;Tyczyn (3);;;;;;;;;;;;8;2;8;5;;;;;;;;;;;;;5;0;0;0;;
1816144;Tyczyn - miasto (4);;;;;;;;;;;;3;2;0;3;;;;;;;;;;;;;0;0;0;0;;
1816145;Tyczyn - obszar wiejski (5);;;;;;;;;;;;5;0;8;2;;;;;;;;;;;;;5;0;0;0;;
1817000;Powiat sanocki;16;13;22;19;17;19;23;19;10;16;0;52;33;31;39;;15;49;22;37;21;19;20;35;61;40;0;24;26;16;11;;
1817011;Sanok (1);;;;;;;;;;;;13;9;13;12;;;;;;;;;;;;;6;3;1;2;;
1817022;Besko (2);;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;0;2;0;;
1817032;Bukowsko (2);;;;;;;;;;;;4;3;0;1;;;;;;;;;;;;;0;6;0;0;;
1817042;Komańcza (2);;;;;;;;;;;;5;1;0;4;;;;;;;;;;;;;10;9;7;3;;
1817052;Sanok (2);;;;;;;;;;;;15;5;9;10;;;;;;;;;;;;;0;0;0;0;;
1817062;Tyrawa Wołoska (2);;;;;;;;;;;;2;2;4;0;;;;;;;;;;;;;0;0;3;0;;
1817073;Zagórz (3);;;;;;;;;;;;6;10;2;8;;;;;;;;;;;;;4;8;1;3;;
1817074;Zagórz - miasto (4);;;;;;;;;;;;2;2;2;2;;;;;;;;;;;;;3;8;1;1;;
1817075;Zagórz - obszar wiejski (5);;;;;;;;;;;;4;8;0;6;;;;;;;;;;;;;1;0;0;2;;
1817082;Zarszyn (2);;;;;;;;;;;;7;3;3;4;;;;;;;;;;;;;4;0;2;3;;
1818000;Powiat stalowowolski;76;74;85;64;77;79;63;68;57;62;0;53;71;64;81;;135;352;265;315;184;143;115;136;167;118;0;130;127;149;170;;
1818011;Stalowa Wola (1);;;;;;;;;;;;21;31;29;52;;;;;;;;;;;;;121;117;145;156;;
1818022;Bojanów (2);;;;;;;;;;;;0;4;5;9;;;;;;;;;;;;;0;0;0;1;;
1818032;Pysznica (2);;;;;;;;;;;;4;5;8;4;;;;;;;;;;;;;0;1;0;1;;
1818042;Radomyśl nad Sanem (2);;;;;;;;;;;;5;14;7;10;;;;;;;;;;;;;0;2;0;2;;
1818053;Zaklików (3);;;;;;;;;;;;19;15;8;2;;;;;;;;;;;;;7;7;4;10;;
1818054;Zaklików - miasto (4);;;;;;;;;;;;10;6;3;2;;;;;;;;;;;;;1;3;0;2;;
1818055;Zaklików - obszar wiejski (5);;;;;;;;;;;;9;9;5;0;;;;;;;;;;;;;6;4;4;8;;
1818062;Zaleszany (2);;;;;;;;;;;;4;2;7;4;;;;;;;;;;;;;2;0;0;0;;
1819000;Powiat strzyżowski;17;12;16;5;13;15;12;12;7;10;0;45;24;19;18;;25;56;33;28;10;10;17;18;60;14;0;14;21;3;4;;
1819012;Czudec (2);;;;;;;;;;;;5;3;2;4;;;;;;;;;;;;;3;0;1;1;;
1819022;Frysztak (2);;;;;;;;;;;;1;1;7;3;;;;;;;;;;;;;0;0;0;0;;
1819032;Niebylec (2);;;;;;;;;;;;0;3;1;5;;;;;;;;;;;;;1;5;1;1;;
1819043;Strzyżów (3);;;;;;;;;;;;35;13;7;3;;;;;;;;;;;;;10;15;1;2;;
1819044;Strzyżów - miasto (4);;;;;;;;;;;;12;6;4;2;;;;;;;;;;;;;2;9;0;2;;
1819045;Strzyżów - obszar wiejski (5);;;;;;;;;;;;23;7;3;1;;;;;;;;;;;;;8;6;1;0;;
1819052;Wiśniowa (2);;;;;;;;;;;;4;4;2;3;;;;;;;;;;;;;0;1;0;0;;
1820000;Powiat tarnobrzeski;9;25;21;15;19;15;13;29;12;6;0;16;11;13;12;;27;53;50;67;23;8;17;19;31;15;0;4;7;15;7;;
1820013;Baranów Sandomierski (3);;;;;;;;;;;;1;4;3;2;;;;;;;;;;;;;0;1;0;0;;
1820014;Baranów Sandomierski - miasto (4);;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;0;0;0;0;;
1820015;Baranów Sandomierski - obszar wiejski (5);;;;;;;;;;;;1;4;2;2;;;;;;;;;;;;;0;1;0;0;;
1820022;Gorzyce (2);;;;;;;;;;;;6;1;1;2;;;;;;;;;;;;;2;6;14;7;;
1820032;Grębów (2);;;;;;;;;;;;0;2;1;2;;;;;;;;;;;;;2;0;0;0;;
